,UID,SUMLEVEL,COUNTYID,STATEID,state,state_ab,city,place,type,primary,zip_code,area_code,lat,lng,ALand,AWater,pop,male_pop,female_pop,rent_mean,rent_median,rent_stdev,rent_sample_weight,rent_samples,rent_gt_10,rent_gt_15,rent_gt_20,rent_gt_25,rent_gt_30,rent_gt_35,rent_gt_40,rent_gt_50,universe_samples,used_samples,hi_mean,hi_median,hi_stdev,hi_sample_weight,hi_samples,family_mean,family_median,family_stdev,family_sample_weight,family_samples,hc_mortgage_mean,hc_mortgage_median,hc_mortgage_stdev,hc_mortgage_sample_weight,hc_mortgage_samples,hc_mean,hc_median,hc_stdev,hc_samples,hc_sample_weight,home_equity_second_mortgage,second_mortgage,home_equity,debt,second_mortgage_cdf,home_equity_cdf,debt_cdf,hs_degree,hs_degree_male,hs_degree_female,male_age_mean,male_age_median,male_age_stdev,male_age_sample_weight,male_age_samples,female_age_mean,female_age_median,female_age_stdev,female_age_sample_weight,female_age_samples,pct_own,married,married_snp,separated,divorced,data_type
14661,290934,140,9,53,Washington,WA,Neah Bay,Neah Bay,Town,tract,98357,360,48.3338551,-124.635404,110351692.0,462077,1531,793,738,481.9417,464.0,210.39862,133.59036,136.0,0.78676,0.50735,0.33088,0.19853,0.15441,0.08824,0.08824,0.02941,162,136,47633.86398,35910.0,44957.08285,341.44696,487.0,50322.67049,43135.0,40214.48006,219.05915,315.0,904.24435,862.0,638.10931,32.35423,45.0,170.75282,138.0,112.85545,280.0,243.85434,0.0,0.0,0.00923,0.13846,1.0,0.82837,0.98559,0.84606,0.83125,0.86458,34.99545,33.08333,21.32181,207.132,793.0,32.06445,28.83333,21.35725,188.39976,738.0,0.66446,0.38436,0.08819,0.04659,0.10649,Train
14669,293163,140,79,55,Wisconsin,WI,Milwaukee,Milwaukee City,City,tract,53205,414,43.053957,-87.9203985,582485.0,0,1551,670,881,520.5299,371.0,332.68501,510.1401,646.0,0.95008,0.91732,0.84711,0.80031,0.59126,0.4103,0.27769,0.18877,651,641,26609.09525,13828.0,30768.85362,568.02534,749.0,39888.98224,31294.0,34365.75594,175.35769,256.0,1609.86401,1376.0,983.28015,46.30852,80.0,318.06908,317.0,181.80298,18.0,12.92475,0.0,0.0,0.06122,0.81633,1.0,0.62255,0.13087,0.692,0.62187,0.74688,41.02081,39.16667,23.25191,169.86176,670.0,39.95578,38.08333,24.67081,223.0236,881.0,0.10452,0.26746,0.1414,0.11755,0.17547,Train
14670,243391,140,31,17,Illinois,IL,Calumet City,Burnham,Village,tract,60409,708,41.6239154,-87.5324077,1956136.0,0,3163,1494,1669,904.21907,834.0,315.45254,358.57716,609.0,0.98579,0.91829,0.82948,0.69627,0.66075,0.56483,0.46004,0.32504,619,563,52156.18701,39153.0,50827.03463,716.5003,1003.0,55309.07519,42788.0,47272.48644,470.44394,739.0,1292.36558,1164.0,423.53549,115.22597,242.0,577.68351,441.0,379.31775,142.0,88.0925,0.0,0.0,0.04427,0.63021,1.0,0.70129,0.53328,0.78272,0.7721,0.79325,32.13424,31.91667,20.49325,318.15171,1494.0,31.47163,28.41667,23.53091,385.28649,1669.0,0.45843,0.40551,0.08642,0.04179,0.10541,Train
14671,282454,140,155,47,Tennessee,TN,Sevierville,Pigeon Forge City,City,tract,37876,865,35.7641024,-83.6656265,92912163.0,0,3634,1907,1727,827.94534,649.0,707.86349,364.23602,432.0,1.0,0.90972,0.90972,0.63889,0.5162,0.48611,0.24769,0.04861,452,432,48909.73594,33696.0,43142.68726,1107.79954,1506.0,54899.55712,39578.0,41265.12427,718.77997,1060.0,1346.94868,1228.0,583.14111,227.65422,415.0,344.96213,330.0,177.70582,639.0,547.01646,0.0,0.0,0.00949,0.39374,1.0,0.82787,0.89557,0.77384,0.76602,0.78152,41.02736,45.25,22.02109,459.0809,1907.0,46.44863,50.16667,22.78409,401.00838,1727.0,0.74106,0.52645,0.0,0.0,0.2645,Train
14683,261753,140,17,38,North Dakota,ND,Fargo,Fargo City,City,tract,58102,701,46.8861156,-96.8598227,10767805.0,0,3210,1658,1552,720.41881,663.0,264.69221,1043.44126,1271.0,0.97168,0.86153,0.71991,0.61054,0.37608,0.29111,0.2502,0.1904,1271,1271,38854.3524,32260.0,30458.47853,1288.60092,1594.0,43813.42244,42739.0,27691.09092,478.48865,622.0,1413.59925,1216.0,570.55791,59.39211,129.0,504.17898,600.0,224.20463,194.0,125.81818,0.0,0.0,0.09288,0.39938,1.0,0.47393,0.89112,0.84716,0.82019,0.87983,36.74012,33.91667,20.95412,408.11725,1658.0,36.13821,28.66667,23.25999,452.53245,1552.0,0.29225,0.40666,0.08828,0.04703,0.10347,Train
14643,294237,140,13,56,Wyoming,WY,Dubois,Dubois,City,tract,82513,307,43.6396378,-109.6970588,3517256377.0,25399737,1714,855,859,631.37811,617.0,219.11179,144.14896,166.0,0.98193,0.91566,0.60241,0.49398,0.4759,0.22289,0.22289,0.04217,223,166,56203.94503,44917.0,41460.31865,588.16499,878.0,72425.32066,66136.0,41555.75723,264.08797,514.0,1336.3197,1169.0,523.03189,131.39868,267.0,479.28453,399.0,255.45147,388.0,280.98979,0.0,0.0,0.02595,0.40763,1.0,0.78002,0.88436,0.96921,0.95108,0.98638,49.22915,55.66667,23.31719,211.45163,855.0,51.72025,56.58333,21.20593,214.9027,859.0,0.77574,0.62055,0.00659,0.0,0.11331,Train
14686,261050,140,133,37,North Carolina,NC,Jacksonville,Jacksonville City,Village,tract,28540,910,34.757835,-77.3972876,8713798.0,0,3766,1563,2203,658.27816,648.0,214.95236,1009.20083,1144.0,0.99639,0.91697,0.84567,0.69314,0.63628,0.52617,0.47202,0.34025,1180,1108,31834.17283,22555.0,32256.1121,1230.37344,1518.0,35632.83168,26542.0,34091.00588,681.21207,873.0,1023.46077,960.0,296.56056,185.82176,240.0,357.16579,368.0,113.10272,98.0,76.78788,0.0,0.0,0.07692,0.71006,1.0,0.5484,0.34437,0.81085,0.75995,0.84622,35.62213,27.08333,23.7945,487.61497,1563.0,36.83059,27.41667,24.84126,612.81979,2203.0,0.27186,0.46736,0.14092,0.11704,0.1465,Train
14701,235627,140,57,12,Florida,FL,Tampa,Tampa City,City,tract,33614,813,27.9806033,-82.5129537,6812926.0,107204,1362,841,521,744.33551,664.0,248.95046,349.95613,440.0,1.0,1.0,0.95943,0.8926,0.75179,0.65632,0.55131,0.48449,440,419,23259.65024,20195.0,24073.23953,455.86555,527.0,29864.5824,26836.0,27763.2176,222.16316,250.0,962.78253,891.0,263.71819,36.37349,43.0,287.67858,194.0,186.93812,44.0,41.47475,0.0,0.0,0.08046,0.49425,1.0,0.53195,0.78754,0.64241,0.59455,0.70854,34.08659,32.16667,18.83594,210.79724,841.0,41.72055,41.41667,20.39794,124.00475,521.0,0.1686,0.33944,0.11972,0.02676,0.1169,Train
14704,272855,140,99,39,Ohio,OH,Mineral Ridge,Mineral Ridge,Village,tract,44440,330,41.1202282,-80.7733679,23153137.0,2554391,5169,2633,2536,726.29411,738.0,244.93161,362.87818,460.0,0.96304,0.83913,0.76957,0.6587,0.38913,0.20217,0.13913,0.1087,486,460,65230.80851,57240.0,40252.35125,1260.07901,2176.0,79043.69626,76285.0,37060.21524,679.23263,1413.0,1091.79769,1087.0,380.26354,679.57148,1086.0,412.57037,399.0,121.62819,604.0,445.84,0.0,0.0,0.12071,0.6426,1.0,0.35111,0.50511,0.90412,0.9006,0.90751,43.46444,47.0,21.57564,653.08152,2633.0,49.04574,51.66667,23.37358,595.14738,2536.0,0.86253,0.50193,0.03175,0.0,0.09095,Train
14706,221103,140,81,1,Alabama,AL,Opelika,Opelika City,Town,tract,36801,334,32.6533966,-85.4273371,44789903.0,2008289,10728,5067,5661,817.99175,813.0,286.7779,1651.11716,2475.0,0.97283,0.90572,0.83656,0.59407,0.48127,0.42445,0.34335,0.28448,2493,2429,48819.69552,37830.0,46465.62362,2919.27551,4136.0,54544.88122,39109.0,49669.70383,1443.82896,2301.0,1182.6286,1181.0,468.06181,483.15636,861.0,350.95968,331.0,144.06363,782.0,656.17808,0.0,0.0,0.08886,0.52404,1.0,0.4924,0.74222,0.82896,0.8551,0.80709,34.44318,29.5,19.4766,1390.93367,5067.0,37.83278,32.75,22.17431,1349.95203,5661.0,0.359,0.38678,0.06192,0.003,0.10675,Train
14711,267189,140,47,36,New York,NY,Brooklyn,New York City,City,tract,11219,718,40.6276261,-74.0081561,150015.0,0,4946,2534,2412,1240.13374,1229.0,395.52997,288.93269,923.0,0.95323,0.89087,0.78953,0.69042,0.5657,0.53675,0.51002,0.35189,956,898,60813.39012,44548.0,54287.26091,895.0437,1458.0,63553.64488,47676.0,52115.78718,686.23993,1139.0,2718.63525,2457.0,974.52912,38.56319,169.0,1020.2739,972.0,320.0102,333.0,161.84104,0.0,0.0,0.0,0.33665,1.0,1.0,0.93211,0.64795,0.65445,0.64199,36.93317,36.91667,22.74398,617.80949,2534.0,40.87163,40.0,23.93293,525.43284,2412.0,0.36029,0.63956,0.09788,0.01346,0.05593,Train
14715,254249,140,99,26,Michigan,MI,Warren,Warren City,CDP,tract,48092,586,42.5246446,-83.0555237,1814457.0,0,3443,1776,1667,930.77427,737.0,348.36972,267.29119,372.0,0.94624,0.90323,0.73656,0.47849,0.38978,0.35215,0.35215,0.33602,393,372,62047.6557,51633.0,42243.21327,786.76472,1280.0,70963.50276,66782.0,40983.02765,412.6414,829.0,1255.85806,1210.0,495.14412,361.73134,631.0,475.51496,461.0,132.40433,256.0,173.17172,0.0,0.0,0.09019,0.71139,1.0,0.48633,0.34117,0.88583,0.93676,0.82881,40.90953,42.16667,21.44252,412.94374,1776.0,43.88223,45.08333,23.97809,390.89918,1667.0,0.73389,0.54195,0.06121,0.01994,0.09422,Train
14716,245504,140,37,18,Indiana,IN,Jasper,Jasper City,City,tract,47546,812,38.4196734,-86.9434371,16189411.0,192378,7105,3303,3802,691.46178,605.0,248.4552,964.47304,1175.0,0.98128,0.72511,0.6,0.48426,0.37191,0.28936,0.17617,0.07915,1175,1175,56094.68747,41690.0,46146.44414,1934.05642,2911.0,68685.05361,60632.0,45500.51219,940.5254,1722.0,1189.0637,1031.0,573.04084,563.43118,887.0,393.07487,345.0,184.97539,849.0,683.24444,0.0,0.0,0.0818,0.51094,1.0,0.52568,0.76271,0.86835,0.89684,0.84073,40.04553,39.91667,22.95417,773.3541,3303.0,40.94369,41.33333,25.19744,907.45904,3802.0,0.61114,0.51072,0.02871,0.01378,0.13476,Train
14724,269335,140,81,36,New York,NY,Corona,Harbor Hills,City,tract,11368,718,40.7466051,-73.856599,170942.0,0,3687,1929,1758,1384.48662,1397.0,530.9905,213.63012,708.0,1.0,0.91559,0.87411,0.80114,0.74106,0.65236,0.54793,0.47639,708,699,50411.14147,42130.0,37844.37088,737.54225,1048.0,49973.12907,42514.0,33408.21572,613.18363,858.0,2812.46273,2684.0,1264.04852,52.37959,229.0,1088.98849,964.0,356.48607,111.0,45.63583,0.0,0.0,0.13824,0.67353,1.0,0.28371,0.43168,0.65121,0.64533,0.65735,32.99943,31.41667,19.53303,515.41455,1929.0,36.85872,34.33333,22.28304,465.26023,1758.0,0.33243,0.417,0.06175,0.02855,0.02922,Train
14732,285738,140,201,48,Texas,TX,Katy,Cinco Ranch,Town,tract,77450,281,29.7652693,-95.7249311,3430365.0,62033,6848,3027,3821,1451.95236,999.0,1280.12552,106.31004,222.0,0.87387,0.8018,0.43694,0.43694,0.27928,0.27928,0.22523,0.18018,222,222,134557.0331,115303.0,88219.29054,746.51652,2395.0,138049.7803,125608.0,73261.69639,587.45181,2128.0,1991.08467,1887.0,696.25797,421.00634,1664.0,848.4323,777.0,286.55202,509.0,252.7799,0.0,0.0,0.02945,0.76576,1.0,0.76644,0.22113,0.9732,0.97624,0.9704,42.75088,45.66667,20.899,705.68567,3027.0,38.38397,39.66667,22.79061,980.22602,3821.0,0.91253,0.76613,0.03794,0.02698,0.04028,Train
14687,283655,140,61,48,Texas,TX,Brownsville,Cameron Park,Town,tract,78521,956,25.9167009,-97.4823284,2091578.0,0,2097,1019,1078,550.55595,471.0,228.76598,287.30303,307.0,0.93485,0.87948,0.87948,0.86645,0.78827,0.7329,0.58306,0.40065,328,307,28037.30214,17789.0,26435.40816,535.70555,682.0,31392.4916,19679.0,27761.42277,386.68467,517.0,848.05022,816.0,224.13272,78.53012,96.0,355.64073,336.0,165.21242,258.0,209.94101,0.0,0.0,0.0,0.27119,1.0,1.0,0.95957,0.41719,0.43358,0.40496,37.94076,32.33333,24.85932,270.29959,1019.0,40.62515,41.83333,23.79771,261.06896,1078.0,0.52122,0.45752,0.02306,0.02306,0.03155,Train
14236,262874,140,3,34,New Jersey,NJ,Hackensack,Hackensack City,City,tract,7601,201,40.8880408,-74.0593331,424436.0,0,3822,1777,2045,1533.67776,1410.0,455.23095,236.79942,1369.0,0.94494,0.79911,0.58333,0.45759,0.37872,0.29613,0.22842,0.17262,1411,1344,88151.18223,72159.0,66635.01847,770.1528,1731.0,94625.18423,83596.0,54224.74082,395.76753,1031.0,1803.48917,1521.0,1057.62703,65.19143,152.0,1041.06777,1038.0,519.68207,168.0,84.71177,0.0,0.0,0.02813,0.475,1.0,0.77163,0.81304,0.93684,0.93849,0.93542,37.95687,35.75,21.28959,400.05752,1777.0,38.01669,34.75,21.26755,473.57344,2045.0,0.1596,0.5943,0.0156,0.0156,0.05767,Train
14641,237360,140,99,12,Florida,FL,Lake Park,Lake Park,City,tract,33403,561,26.8031727,-80.0526227,860720.0,732039,2471,1124,1347,1105.12197,1020.0,375.07899,300.44264,694.0,0.93003,0.79738,0.7172,0.53936,0.48834,0.45044,0.40087,0.26385,710,686,61840.70293,40838.0,57962.35722,1078.61827,1630.0,92144.9576,67403.0,68833.52614,297.41972,595.0,1464.37586,1250.0,792.10708,138.5827,292.0,576.63868,565.0,328.16231,628.0,367.84638,0.0,0.0,0.01196,0.31739,1.0,0.82299,0.94171,0.90405,0.87645,0.92718,55.3857,57.33333,21.66398,255.62224,1124.0,55.17032,56.25,21.94554,281.02084,1347.0,0.58357,0.47015,0.0653,0.02892,0.21269,Train
14629,250537,140,17,25,Massachusetts,MA,Arlington,Arlington,City,tract,2474,781,42.4141319,-71.1408988,1059930.0,24905,5053,2339,2714,1373.03988,1372.0,457.75364,294.62939,1114.0,0.91382,0.82496,0.66248,0.51077,0.36984,0.33842,0.28546,0.21454,1176,1114,99508.82599,75283.0,85648.75141,1030.37691,2220.0,113988.6083,96840.0,76107.40638,525.9065,1313.0,2464.14341,2353.0,962.21713,134.35055,550.0,801.27517,819.0,269.82524,494.0,241.79373,0.0,0.0,0.07471,0.52682,1.0,0.55952,0.7378,0.934,0.95636,0.91561,38.65315,38.58333,21.09055,500.47055,2339.0,40.11321,38.08333,23.76496,587.74383,2714.0,0.49287,0.51558,0.04673,0.03583,0.09813,Train
14539,226047,140,37,6,California,CA,San Pedro,Rolling Hills City,City,tract,90731,310,33.7180341,-118.3149191,1233793.0,1164971,2298,1101,1197,2074.23892,2137.0,1037.04816,91.2441,321.0,0.95639,0.94081,0.89408,0.7757,0.69159,0.55452,0.38941,0.25857,363,321,91917.36482,76307.0,65937.74847,335.13716,758.0,102439.8544,93305.0,60496.45831,212.98398,574.0,2810.56069,2760.0,1062.4794,55.33436,260.0,611.37055,573.0,312.04662,135.0,93.58586,0.0,0.0,0.12911,0.65823,1.0,0.31809,0.46839,0.91551,0.93805,0.89556,34.88639,32.41667,23.81204,235.17142,1101.0,38.25745,36.83333,26.03918,267.2865,1197.0,0.47046,0.61538,0.04963,0.0273,0.04591,Train
14541,269114,140,81,36,New York,NY,Long Island City,New York City,City,tract,11106,718,40.7645436,-73.9273299,129231.0,0,4325,2145,2180,1345.23366,1402.0,663.21594,610.04915,1864.0,0.93539,0.83655,0.63004,0.53175,0.33573,0.28658,0.23744,0.17394,1877,1811,81413.1914,68683.0,66402.08334,1029.58969,2133.0,110929.4424,108618.0,62231.71914,289.97536,857.0,1992.01477,1929.0,1018.55237,56.17708,158.0,581.20865,454.0,381.4357,98.0,69.21212,0.0,0.0,0.0,0.61719,1.0,1.0,0.56257,0.90011,0.93271,0.87117,39.47612,35.58333,18.19033,473.6387,2145.0,48.38919,47.08333,21.78616,494.33075,2180.0,0.13634,0.35978,0.01725,0.01725,0.08526,Train
14544,282950,140,13,48,Texas,TX,Pleasanton,Pleasanton City,Town,tract,78064,830,28.8777491,-98.3322136,972588306.0,1544055,7307,3851,3456,764.52474,680.0,423.48101,456.5266,675.0,0.68741,0.63852,0.52889,0.39407,0.36148,0.33926,0.25778,0.25778,921,675,66159.23494,49140.0,57820.62048,1595.27528,2645.0,68923.34425,53023.0,52155.14605,1096.85305,1873.0,1406.81262,1137.0,760.19882,314.05843,574.0,438.15326,418.0,204.56118,1150.0,819.47919,0.0,0.0,0.01798,0.33295,1.0,0.80777,0.93463,0.81054,0.76223,0.85841,37.55527,36.33333,24.14917,890.80068,3851.0,39.83187,39.66667,23.66629,828.7744,3456.0,0.63761,0.49948,0.07825,0.0355,0.09445,Train
14545,264065,140,25,34,New Jersey,NJ,Long Branch,Deal,City,tract,7740,732,40.2718198,-73.9920401,3310536.0,569259,3744,1730,2014,1576.97521,1534.0,453.57492,87.64464,511.0,0.96794,0.82164,0.80561,0.69739,0.59118,0.59118,0.51303,0.43086,580,499,92451.03163,64207.0,82757.63449,643.91653,1260.0,105942.947,85573.0,75412.43391,335.41489,822.0,2481.30344,2359.0,1041.70845,92.40656,363.0,1094.32458,1045.0,457.43615,317.0,130.42371,0.0,0.0,0.21324,0.53382,1.0,0.09524,0.7265,0.93131,0.9289,0.93363,36.96203,35.83333,21.67103,459.61229,1730.0,37.07109,31.33333,24.87704,497.3234,2014.0,0.56627,0.51911,0.03821,0.0137,0.04542,Train
14547,281140,140,89,45,South Carolina,SC,Salters,Lane,City,tract,29590,843,33.5023185,-79.8244808,417949673.0,2645609,2494,1156,1338,622.72803,538.0,214.20265,62.42838,72.0,0.86111,0.86111,0.76389,0.73611,0.73611,0.5,0.5,0.375,191,72,35276.68346,25968.0,27910.78457,744.27678,940.0,47279.90831,44661.0,28762.9169,424.45497,589.0,984.53835,908.0,312.57198,208.72453,282.0,375.77246,350.0,212.64813,467.0,370.97606,0.0,0.0,0.0,0.3765,1.0,1.0,0.90816,0.8239,0.83312,0.81637,38.72956,38.5,22.09495,302.60295,1156.0,41.89029,45.66667,22.75877,292.35958,1338.0,0.79068,0.41275,0.07732,0.06897,0.10136,Train
14556,274822,140,147,40,Oklahoma,OK,Bartlesville,Bartlesville City,CDP,tract,74005,918,36.7500231,-95.9691252,3294497.0,0,2320,1130,1190,679.99958,606.0,273.06189,665.62934,811.0,0.91885,0.83521,0.66916,0.59925,0.41323,0.37953,0.29963,0.18102,850,801,42890.37422,28947.0,40761.26193,845.04073,1168.0,47808.69903,42129.0,35994.00511,330.12108,479.0,762.73816,711.0,280.6606,131.37349,138.0,295.27811,253.0,151.7874,180.0,161.31313,0.0,0.0,0.0,0.43396,1.0,1.0,0.85965,0.77563,0.80362,0.74939,35.77169,35.5,19.55718,280.06856,1130.0,40.12706,41.75,21.85683,279.59622,1190.0,0.28834,0.35187,0.13583,0.0631,0.22674,Train
14557,273314,140,145,39,Ohio,OH,Mc Dermott,Otway,Village,tract,45652,740,38.8891735,-83.1843906,311229244.0,1558270,5108,2566,2542,709.12024,593.0,318.24758,334.78049,449.0,0.91982,0.91759,0.78174,0.7216,0.6637,0.57461,0.52116,0.30735,629,449,40457.69098,27910.0,32801.35953,1332.24731,1805.0,48348.84968,38408.0,34740.02669,822.56904,1229.0,1067.50099,901.0,492.08868,450.70949,605.0,433.55791,426.0,136.85578,571.0,409.38384,0.0,0.0,0.02211,0.51446,1.0,0.79425,0.75759,0.85697,0.82391,0.88567,35.57711,32.5,23.58631,586.34884,2566.0,42.18001,41.91667,24.06288,650.73768,2542.0,0.6445,0.60982,0.05574,0.04415,0.05243,Train
14558,243355,140,31,17,Illinois,IL,Orland Park,Orland Park,Village,tract,60462,708,41.6238866,-87.8445146,2683158.0,42699,3694,1499,2195,1057.27094,1062.0,127.247,66.44846,221.0,1.0,1.0,0.88235,0.80543,0.65158,0.47059,0.47059,0.12217,229,221,80984.22731,72722.0,52603.03391,704.40385,1437.0,86882.67609,82403.0,53758.85341,454.94499,975.0,1726.19224,1698.0,669.98892,283.35061,799.0,659.31227,645.0,199.03711,409.0,226.17172,0.0,0.0,0.05795,0.66142,1.0,0.63813,0.4607,0.89694,0.88779,0.90336,45.65025,46.83333,22.49449,319.86498,1499.0,46.51863,48.5,24.48551,530.14657,2195.0,0.80802,0.59637,0.02291,0.0,0.10585,Train
14634,284400,140,113,48,Texas,TX,Garland,Garland City,Town,tract,75041,972,32.8844288,-96.6268391,1770058.0,0,4824,2649,2175,989.13436,1033.0,413.95754,192.10676,431.0,1.0,0.98608,0.91183,0.76798,0.64269,0.5522,0.53132,0.44316,447,431,52643.57397,37297.0,50602.66393,930.03743,1239.0,51627.85587,38814.0,42597.90577,739.94555,1020.0,1133.65886,1149.0,270.37889,288.69645,523.0,452.97899,396.0,188.96609,269.0,204.35354,0.0,0.0,0.03157,0.66035,1.0,0.75737,0.46346,0.51054,0.46925,0.55591,28.92123,26.58333,19.4103,660.45773,2649.0,32.78376,31.25,21.87747,565.31267,2175.0,0.63827,0.53859,0.07378,0.01362,0.12826,Train
14563,230244,140,75,6,California,CA,San Francisco,Daly City City,City,tract,94103,415,37.7794424,-122.4107252,633558.0,0,7208,4196,3012,989.50344,809.0,740.30539,2122.16748,3559.0,0.91686,0.81453,0.72035,0.66628,0.55872,0.46308,0.42355,0.33866,3676,3440,61031.40678,20154.0,79587.43162,2690.2604,4107.0,75429.81848,47176.0,69988.07058,702.3079,1174.0,2573.06801,2705.0,1018.63707,79.90314,349.0,611.25439,596.0,551.14756,82.0,50.44763,0.0,0.0,0.05104,0.80974,1.0,0.67025,0.14107,0.84945,0.864,0.82825,43.57537,44.16667,18.05568,992.67483,4196.0,42.31787,42.33333,19.18596,781.45357,3012.0,0.13757,0.29228,0.06646,0.03541,0.11522,Train
14569,276996,140,45,42,Pennsylvania,PA,Media,Media,Borough,tract,19063,610,39.9230997,-75.3885588,888747.0,8303,2407,1023,1384,1316.04565,1117.0,656.37638,152.70949,410.0,0.97805,0.87561,0.65854,0.56829,0.40488,0.35122,0.26341,0.17073,416,410,88235.19333,65172.0,69041.13555,536.77234,1066.0,100749.775,79491.0,66807.52699,218.68479,566.0,1729.01074,1626.0,669.20066,154.8093,461.0,698.90137,627.0,311.07763,189.0,92.37586,0.0,0.0,0.07077,0.70923,1.0,0.57783,0.3463,0.98695,0.96738,1.0,38.39599,38.33333,20.58032,256.86046,1023.0,42.22921,39.75,22.0154,341.76167,1384.0,0.64321,0.4367,0.01974,0.00697,0.12427,Train
14576,238015,140,103,12,Florida,FL,Largo,Indian Rocks Beach City,City,tract,33774,727,27.8847412,-82.8497718,951063.0,1499871,1624,848,776,1465.75727,1297.0,654.97634,78.09618,323.0,1.0,0.9226,0.78328,0.60372,0.55108,0.44892,0.35294,0.25697,333,323,85897.57441,68320.0,64993.78056,448.79258,857.0,99982.73664,76509.0,65433.93043,196.5584,410.0,2446.18377,2404.0,1183.80205,87.40393,282.0,849.09429,830.0,351.55888,242.0,121.29293,0.0,0.0,0.12977,0.53817,1.0,0.31557,0.71928,0.91749,0.90909,0.92716,50.11278,52.91667,18.19877,230.64081,848.0,52.15621,58.25,20.4674,202.66652,776.0,0.62315,0.4192,0.00851,0.00243,0.18104,Train
14582,238121,140,105,12,Florida,FL,Haines City,Haines City City,City,tract,33844,863,28.1319385,-81.6019537,11099951.0,868403,6513,3334,3179,783.17108,757.0,295.43952,627.57065,894.0,0.98315,0.95427,0.8556,0.76053,0.65463,0.57401,0.46811,0.26474,930,831,32734.73934,27293.0,24339.88409,1254.54787,1562.0,31866.03488,28124.0,21493.09115,974.56791,1221.0,982.66591,874.0,379.15448,275.31021,369.0,310.82119,304.0,149.63139,263.0,215.45596,0.0,0.0,0.03797,0.58386,1.0,0.72971,0.63326,0.50497,0.50612,0.50388,29.61227,26.25,21.33972,790.61789,3334.0,31.36838,28.5,21.4156,781.52167,3179.0,0.35468,0.42431,0.10596,0.05138,0.0711,Train
14583,233574,140,3,9,Connecticut,CT,Hartford,Hartford City,CDP,tract,6106,860,41.7480062,-72.6877223,902888.0,0,5080,2478,2602,782.66585,813.0,328.27071,680.24174,1000.0,0.9596,0.87677,0.77879,0.76667,0.65556,0.57576,0.5202,0.46263,1009,990,35171.29371,20790.0,43375.35772,892.64357,1208.0,52180.80136,31088.0,51435.56974,405.84549,635.0,1740.79301,1890.0,648.13769,59.75614,160.0,942.73077,962.0,105.90428,39.0,19.30303,0.0,0.0,0.0402,0.80402,1.0,0.71964,0.15043,0.55099,0.51133,0.58794,28.67164,21.41667,17.35521,1099.95765,2478.0,30.41161,21.0,19.41645,1111.94801,2602.0,0.20438,0.24172,0.10431,0.06213,0.04626,Train
14585,234861,140,11,12,Florida,FL,Sunrise,Lauderhill City,City,tract,33313,954,26.1670867,-80.2340572,632726.0,223,2242,999,1243,1229.52895,1200.0,323.84098,99.81057,343.0,1.0,0.83,0.74667,0.65,0.60667,0.39667,0.39667,0.16333,376,300,60446.05381,48886.0,54050.18966,578.63443,897.0,62939.85874,47416.0,58303.11704,342.58765,535.0,1155.24622,1080.0,367.38491,210.544,353.0,535.78835,611.0,205.67489,168.0,98.78333,0.0,0.0,0.03839,0.67754,1.0,0.72792,0.42199,0.90708,0.91518,0.90081,34.1811,36.41667,18.10959,239.66024,999.0,38.30588,39.5,20.29935,320.48926,1243.0,0.59857,0.38143,0.18444,0.05897,0.19824,Train
14594,268526,140,61,36,New York,NY,New York,New York City,City,tract,10027,212,40.8050511,-73.9566329,83350.0,0,4290,1879,2411,1301.98698,1027.0,793.55968,691.83527,1533.0,0.97457,0.84467,0.67423,0.59931,0.47423,0.32165,0.28454,0.19038,1559,1455,71012.64153,52040.0,69002.25221,1022.84177,1799.0,82444.84465,61875.0,65021.11115,480.01179,932.0,3152.40761,2894.0,1282.14115,35.77288,180.0,875.05251,905.0,600.99952,60.0,30.09936,0.0,0.0,0.07083,0.75,1.0,0.57748,0.25287,0.88573,0.91137,0.86622,35.98084,34.16667,19.23693,426.39785,1879.0,38.7969,36.5,20.90012,561.01839,2411.0,0.15758,0.48723,0.17682,0.08251,0.05108,Train
14599,286963,140,375,48,Texas,TX,Amarillo,Amarillo City,Town,tract,79107,806,35.2161596,-101.812482,4336491.0,3759,3921,2165,1756,688.49371,665.0,293.57249,367.47064,417.0,0.93147,0.93147,0.68782,0.58629,0.56853,0.36294,0.36294,0.23858,459,394,38562.53878,32403.0,28122.22581,864.22665,1131.0,43337.77833,37042.0,28343.75198,600.84558,816.0,910.91689,848.0,468.91118,334.94384,407.0,318.43035,296.0,146.39916,265.0,224.56131,0.0,0.0,0.0,0.60565,1.0,1.0,0.5873,0.625,0.6496,0.60189,27.77406,23.83333,18.57979,561.00013,2165.0,32.16662,29.33333,21.10447,398.15706,1756.0,0.62765,0.35162,0.02883,0.0,0.17581,Train
